Source,Target,EdgeType,weight,final_label
Patient 624,Doctor 3994,4,0.480466127,0
Patient 625,Doctor 6437,4,0.021063766,0
Patient 626,Doctor 7803,4,0.53791517,0
Patient 628,Doctor 5164,4,0.526355743,0
Patient 629,Doctor 3829,4,0.425554007,0
Patient 630,Doctor 3396,4,0.02369293,0
Patient 630,Doctor 5571,4,0.222899348,0
Patient 634,Doctor 247,4,0.011018327,0
Patient 634,Doctor 5682,4,0.165199041,0
Patient 634,Doctor 7394,4,0.047313869,0
Patient 635,Doctor 4237,4,0.014391851,0
Patient 635,Doctor 4245,4,0.006230216,0
Patient 635,Doctor 5266,4,0.009552892,0
Patient 635,Doctor 6992,4,0.013871158,0
Patient 635,Doctor 7729,4,0.085960865,0
Patient 635,Doctor 8401,4,0.009464139,0
Patient 636,Doctor 1535,4,0.461917281,0
Patient 638,Doctor 5164,4,0.581529856,0
Patient 641,Doctor 1598,4,0.466556579,0
Patient 643,Doctor 7746,4,0.227808386,0
Patient 644,Doctor 5444,4,0.487106144,0
Patient 645,Doctor 4343,4,0.113310561,0
Patient 646,Doctor 6604,4,0.435322195,0
Patient 648,Doctor 2364,4,0.095324606,0
Patient 649,Doctor 7605,4,0.547319353,0
Patient 651,Doctor 8323,4,0.494579077,0
Patient 652,Doctor 6951,4,0.10162469,0
Patient 656,Doctor 4391,4,0.04796217,0
Patient 658,Doctor 3532,4,0.097299621,0
Patient 659,Doctor 1467,4,0.221702188,0
Patient 659,Doctor 4298,4,0.027826095,0
Patient 659,Doctor 8323,4,0.220313847,0
Patient 660,Doctor 6201,4,0.388088375,0
Patient 662,Doctor 2824,4,0.493421525,0
Patient 664,Doctor 3238,4,0.104220428,0
Patient 665,Doctor 4227,4,0.208030656,0
Patient 665,Doctor 4774,4,0.16513215,0
Patient 666,Doctor 5446,4,0.324512839,0
Patient 667,Doctor 4488,4,0.092124894,0
Patient 668,Doctor 5858,4,0.127497509,0
Patient 669,Doctor 7605,4,0.574022233,0
Patient 671,Doctor 5379,4,0.111207888,0
Patient 672,Doctor 5047,4,0.040525071,0
Patient 672,Doctor 5242,4,0.063715652,0
Patient 672,Doctor 5700,4,0.095712297,0
Patient 672,Doctor 7812,4,0.008930041,0
Patient 673,Doctor 5553,4,0.1194911,0
Patient 673,Doctor 5564,4,0.231607407,0
Patient 673,Doctor 6075,4,0.096592262,0
Patient 674,Doctor 739,4,0.031442329,0
Patient 675,Doctor 7807,4,0.053467643,0
Patient 676,Doctor 5025,4,0.007662965,0
Patient 677,Doctor 466,4,0.038172904,0
Patient 679,Doctor 3038,4,0.00622857,0
Patient 679,Doctor 4009,4,0.071139015,0
Patient 679,Doctor 6612,4,0.084915221,0
Patient 679,Doctor 8596,4,0.234875217,0
Patient 680,Doctor 627,4,0.443371028,0
Patient 682,Doctor 404,4,0.090309083,0
Patient 683,Doctor 1152,4,0.251318097,0
Patient 684,Doctor 5990,4,0.005915844,0
Patient 684,Doctor 8513,4,0.047142219,0
Patient 685,Doctor 1082,4,0.18474111,0
Patient 685,Doctor 3828,4,0.030690156,0
Patient 687,Doctor 4716,4,0.231965333,0
Patient 687,Doctor 7688,4,0.197033554,0
Patient 688,Doctor 5523,4,0.334109753,0
Patient 690,Doctor 3155,4,0.025071485,0
Patient 691,Doctor 4012,4,0.531696439,0
Patient 692,Doctor 6065,4,0.063560084,0
Patient 694,Doctor 7106,4,0.544113576,0
Patient 695,Doctor 1445,4,0.187960297,0
Patient 696,Doctor 2104,4,0.145262763,0
Patient 702,Doctor 1966,4,0.242637604,0
Patient 702,Doctor 4259,4,0.2568793,0
Patient 703,Doctor 317,4,0.447223753,0
Patient 706,Doctor 6043,4,0.477090836,0
Patient 707,Doctor 2237,4,0.424254209,0
Patient 708,Doctor 5064,4,0.011128425,0
Patient 708,Doctor 5610,4,0.313861787,0
Patient 709,Doctor 5565,4,0.353410631,0
Patient 710,Doctor 8463,4,0.245542496,0
Patient 711,Doctor 8332,4,0.084368981,0
Patient 714,Doctor 4721,4,0.109014727,0
Patient 715,Doctor 103,4,0.028454835,0
Patient 716,Doctor 4494,4,0.486256212,0
Patient 718,Doctor 1240,4,0.104574241,0
Patient 718,Doctor 4690,4,0.071606241,0
Patient 719,Doctor 1598,4,0.495796144,0
Patient 723,Doctor 7380,4,0.020363523,0
Patient 726,Doctor 1511,4,0.066465117,0
Patient 727,Doctor 6476,4,0.365230113,0
Patient 732,Doctor 6184,4,0.477309376,0
Patient 734,Doctor 2758,4,0.165359199,0
Patient 738,Doctor 5796,4,0.072011985,0
Patient 739,Doctor 2813,4,0.157965958,0
Patient 740,Doctor 7933,4,0.129031181,0
Patient 742,Doctor 1669,4,0.128649116,0
Patient 743,Doctor 4028,4,0.056652002,0
Patient 744,Doctor 8969,4,0.241087809,0
Patient 747,Doctor 3890,4,0.035393514,0
Patient 748,Doctor 5621,4,0.515081406,0
Patient 751,Doctor 1411,4,0.508533418,0
Patient 752,Doctor 2376,4,0.021651927,0
Patient 753,Doctor 640,4,0.023671528,0
Patient 753,Doctor 2414,4,0.002795991,0
Patient 753,Doctor 3570,4,0.003366828,0
Patient 754,Doctor 1493,4,0.095805123,0
Patient 755,Doctor 1463,4,0.226378635,0
Patient 760,Doctor 2179,4,0.229611337,0
Patient 763,Doctor 2505,4,0.24031733,0
Patient 766,Doctor 3386,4,0.023648798,0
Patient 767,Doctor 5332,4,0.428127915,0
Patient 768,Doctor 7861,4,0.023307452,0
Patient 768,Doctor 9048,4,0.026319232,0
Patient 769,Doctor 129,4,0.17495963,0
Patient 769,Doctor 7803,4,0.277146608,0
Patient 770,Doctor 421,4,0.184369385,0
Patient 771,Doctor 4570,4,0.438502371,0
Patient 772,Doctor 8420,4,0.035761561,0
Patient 773,Doctor 1034,4,0.132211089,0
Patient 774,Doctor 5677,4,0.090301432,0
Patient 778,Doctor 1106,4,0.136834681,0
Patient 779,Doctor 392,4,0.06945283,0
Patient 779,Doctor 645,4,0.006860123,0
Patient 779,Doctor 730,4,0.023954084,0
Patient 779,Doctor 2492,4,0.003319236,0
Patient 779,Doctor 2607,4,0.007071246,0
Patient 779,Doctor 3047,4,0.029945863,0
Patient 779,Doctor 3084,4,0.070260592,0
Patient 779,Doctor 4280,4,0.002442326,0
Patient 779,Doctor 4553,4,0.068985097,0
Patient 779,Doctor 5569,4,0.006498783,0
Patient 779,Doctor 5591,4,0.035959717,0
Patient 779,Doctor 6343,4,0.066346116,0
Patient 779,Doctor 6388,4,0.080023237,0
Patient 779,Doctor 6603,4,0.075781457,0
Patient 780,Doctor 2506,4,0.48709777,0
Patient 783,Doctor 1314,4,0.002926016,0
Patient 783,Doctor 5550,4,0.090176702,0
Patient 783,Doctor 5551,4,0.124800786,0
Patient 783,Doctor 5621,4,0.158544481,0
Patient 784,Doctor 7476,4,0.183640406,0
Patient 785,Doctor 7803,4,0.569182932,0
Patient 786,Doctor 1411,4,0.293242425,0
Patient 787,Doctor 3994,4,0.494772762,0
Patient 789,Doctor 5000,4,0.038040455,0
Patient 789,Doctor 8095,4,0.026758926,0
Patient 790,Doctor 7803,4,0.351194441,0
Patient 792,Doctor 2597,4,0.017421093,0
Patient 792,Doctor 6498,4,0.015988231,0
Patient 792,Doctor 6744,4,0.086695552,0
Patient 794,Doctor 4472,4,0.210298717,0
Patient 796,Doctor 4871,4,0.067956507,0
Patient 798,Doctor 6001,4,0.291832477,0
Patient 801,Doctor 4574,4,0.288702607,0
Patient 802,Doctor 5004,4,0.093586825,0
Patient 802,Doctor 5249,4,0.037509751,0
Patient 802,Doctor 5332,4,0.253397048,0
Patient 803,Doctor 14,4,0.009721071,0
Patient 803,Doctor 2760,4,0.065424494,0
Patient 804,Doctor 2851,4,0.00382244,0
Patient 804,Doctor 6754,4,0.016661927,0
Patient 804,Doctor 8719,4,0.011416329,0
Patient 806,Doctor 6043,4,0.50394696,0
Patient 808,Doctor 4447,4,0.181299284,0
Patient 809,Doctor 5568,4,0.096911743,0
Patient 811,Doctor 1115,4,0.438121051,0
Patient 812,Doctor 1541,4,0.463356107,0
Patient 814,Doctor 6863,4,0.514399171,0
Patient 815,Doctor 4648,4,0.030699959,0
Patient 815,Doctor 7894,4,0.058197699,0
Patient 816,Doctor 7968,4,0.323031843,0
Patient 818,Doctor 346,4,0.05554707,0
Patient 820,Doctor 1841,4,0.008383576,0
Patient 820,Doctor 2818,4,0.379224151,0
Patient 822,Doctor 5493,4,0.072250731,0
Patient 823,Doctor 620,4,0.253250986,0
Patient 825,Doctor 2375,4,0.349763304,0
Patient 826,Doctor 1344,4,0.288052201,0
Patient 827,Doctor 912,4,0.02838685,0
Patient 828,Doctor 6787,4,0.026599893,0
Patient 830,Doctor 7605,4,0.329237759,0
Patient 832,Doctor 4312,4,0.088928357,0
Patient 834,Doctor 4704,4,0.281530291,0
Patient 836,Doctor 5956,4,0.162112758,0
Patient 838,Doctor 6604,4,0.45913893,0
Patient 840,Doctor 5560,4,0.303416014,0
Patient 841,Doctor 8266,4,0.200936273,0
Patient 842,Doctor 5008,4,0.083012193,0
Patient 843,Doctor 8409,4,0.325824231,0
Patient 845,Doctor 37,4,0.083446659,0
Patient 845,Doctor 4505,4,0.195046246,0
Patient 847,Doctor 621,4,0.513992667,0
Patient 848,Doctor 3994,4,0.459124207,0
Patient 849,Doctor 5616,4,0.508072853,0
Patient 850,Doctor 2017,4,0.355424911,0
Patient 851,Doctor 1325,4,0.145858988,0
Patient 853,Doctor 4345,4,0.155557856,0
Patient 854,Doctor 4556,4,0.338470608,0
Patient 855,Doctor 4010,4,0.038106944,0
Patient 857,Doctor 5416,4,0.120061666,0
Patient 858,Doctor 228,4,0.037617583,0
Patient 860,Doctor 5638,4,0.569677889,0
Patient 861,Doctor 893,4,0.0319882,0
Patient 862,Doctor 651,4,0.098578572,0
Patient 864,Doctor 5621,4,0.539244473,0
Patient 865,Doctor 6727,4,0.268790275,0
Patient 866,Doctor 4472,4,0.142623723,0
Patient 866,Doctor 5932,4,0.202103257,0
Patient 868,Doctor 7851,4,0.098624825,0
Patient 871,Doctor 5901,4,0.048864841,0
Patient 872,Doctor 1464,4,0.106992453,0
Patient 872,Doctor 5325,4,0.023800191,0
Patient 872,Doctor 7282,4,0.106973469,0
Patient 873,Doctor 5610,4,0.496964037,0
Patient 874,Doctor 2685,4,0.028120022,0
Patient 874,Doctor 2698,4,0.008455126,0
Patient 874,Doctor 5686,4,0.006642847,0
Patient 874,Doctor 5738,4,0.008891567,0
Patient 875,Doctor 4553,4,0.514938712,0
Patient 876,Doctor 4553,4,0.521340728,0
Patient 877,Doctor 7154,4,0.040804401,0
Patient 879,Doctor 795,4,0.092961326,0
Patient 879,Doctor 2096,4,0.079351544,0
Patient 882,Doctor 1245,4,0.016023712,0
Patient 882,Doctor 2819,4,0.083433397,0
Patient 886,Doctor 7069,4,0.027011639,0
Patient 889,Doctor 5551,4,0.457812577,0
Patient 890,Doctor 6385,4,0.048635572,0
Patient 891,Doctor 683,4,0.550465107,0
Patient 892,Doctor 498,4,0.445265591,0
Patient 893,Doctor 8297,4,0.044247814,0
Patient 894,Doctor 24,4,0.545770705,0
Patient 896,Doctor 73,4,0.298300564,0
Patient 899,Doctor 1467,4,0.532694101,0
Patient 901,Doctor 1863,4,0.410567373,0
Patient 901,Doctor 6204,4,0.148938358,0
Patient 902,Doctor 2507,4,0.472354203,0
Patient 903,Doctor 5846,4,0.155556932,0
Patient 904,Doctor 7589,4,0.322665989,0
Patient 905,Doctor 6841,4,0.04481345,0
Patient 905,Doctor 8724,4,0.151688293,0
Patient 907,Doctor 7605,4,0.526792228,0
Patient 908,Doctor 6164,4,0.032297689,0
Patient 912,Doctor 5511,4,0.066279896,0
Patient 912,Doctor 5547,4,0.166955397,0
Patient 913,Doctor 8677,4,0.30629462,0
Patient 914,Doctor 4159,4,0.083158247,0
Patient 915,Doctor 5606,4,0.521285653,0
Patient 917,Doctor 1479,4,0.098938659,0
Patient 918,Doctor 6318,4,0.170432568,0
Patient 921,Doctor 325,4,0.130345404,0
Patient 922,Doctor 5621,4,0.520573914,0
Patient 923,Doctor 8866,4,0.031114493,0
Patient 924,Doctor 4752,4,0.193915918,0
Patient 925,Doctor 2375,4,0.373178005,0
Patient 927,Doctor 6184,4,0.473200887,0
Patient 928,Doctor 237,4,0.097982228,0
Patient 928,Doctor 4749,4,0.068245023,0
Patient 930,Doctor 7822,4,0.517169476,0
Patient 935,Doctor 2318,4,0.055088017,0
Patient 936,Doctor 3189,4,0.178448349,0
Patient 937,Doctor 4794,4,0.090244226,0
Patient 938,Doctor 6387,4,0.056633502,0
Patient 940,Doctor 3285,4,0.09494517,0
Patient 940,Doctor 5956,4,0.083387606,0
Patient 941,Doctor 240,4,0.030915327,0
Patient 941,Doctor 2824,4,0.133619949,0
Patient 941,Doctor 3187,4,0.035110112,0
Patient 941,Doctor 3360,4,0.032729398,0
Patient 941,Doctor 4342,4,0.034504205,0
Patient 941,Doctor 5657,4,0.026970472,0
Patient 941,Doctor 5682,4,0.102242209,0
Patient 941,Doctor 8325,4,0.117651515,0
Patient 942,Doctor 5551,4,0.391533494,0
Patient 943,Doctor 5381,4,0.065478235,0
Patient 944,Doctor 7447,4,0.072977118,0
Patient 946,Doctor 276,4,0.156998932,0
Patient 948,Doctor 6863,4,0.529762924,0
Patient 949,Doctor 6400,4,0.321947724,0
Patient 950,Doctor 2952,4,0.535392344,0
Patient 951,Doctor 7741,4,0.013437551,0
Patient 952,Doctor 2384,4,0.070066363,0
Patient 955,Doctor 4862,4,0.022557579,0
Patient 957,Doctor 2287,4,0.079772219,0
Patient 957,Doctor 4964,4,0.12149737,0
Patient 957,Doctor 5568,4,0.061736766,0
Patient 960,Doctor 6081,4,0.318087131,0
Patient 961,Doctor 3849,4,0.132208809,0
Patient 961,Doctor 5565,4,0.135011449,0
Patient 961,Doctor 5603,4,0.020562809,0
Patient 961,Doctor 5608,4,0.07846915,0
Patient 962,Doctor 2824,4,0.171574339,0
Patient 962,Doctor 3618,4,0.009486247,0
Patient 962,Doctor 6243,4,0.063718729,0
Patient 962,Doctor 8773,4,0.037425753,0
Patient 963,Doctor 6055,4,0.056499138,0
Patient 965,Doctor 4505,4,0.380675495,0
Patient 966,Doctor 7988,4,0.036922477,0
Patient 967,Doctor 2237,4,0.404135168,0
Patient 968,Doctor 7605,4,0.571323872,0
Patient 969,Doctor 1759,4,0.11575263,0
Patient 970,Doctor 3312,4,0.005209293,0
Patient 972,Doctor 5368,4,0.533679247,0
Patient 973,Doctor 8323,4,0.49773255,0
Patient 974,Doctor 621,4,0.497521341,0
Patient 977,Doctor 6868,4,0.052907899,0
Patient 978,Doctor 2818,4,0.469426274,0
Patient 979,Doctor 2307,4,0.068243124,0
Patient 979,Doctor 4526,4,0.007350829,0
Patient 981,Doctor 8596,4,0.318589747,0
Patient 982,Doctor 7938,4,0.026774662,0
Patient 983,Doctor 188,4,0.178972706,0
Patient 983,Doctor 1639,4,0.076527067,0
Patient 983,Doctor 1775,4,0.054895744,0
Patient 986,Doctor 1037,4,0.310709178,0
Patient 987,Doctor 5609,4,0.53827256,0
Patient 989,Doctor 6694,4,0.213608861,0
Patient 992,Doctor 8700,4,0.168058738,0
Patient 994,Doctor 1676,4,0.240009964,0
Patient 999,Doctor 5559,4,0.264841169,0
Patient 1000,Doctor 8330,4,0.030874699,0
Patient 1002,Doctor 747,4,0.139873654,0
Patient 1005,Doctor 4981,4,0.093295515,0
Patient 1005,Doctor 5336,4,0.179200351,0
Patient 1006,Doctor 274,4,0.087103605,0
Patient 1007,Doctor 5606,4,0.567655265,0
Patient 1008,Doctor 3084,4,0.497809798,0
Patient 1009,Doctor 3385,4,0.190281227,0
Patient 1010,Doctor 3450,4,0.013346375,0
Patient 1010,Doctor 5368,4,0.3671152,0
Patient 1013,Doctor 2199,4,0.033584289,0
Patient 1017,Doctor 1906,4,0.319590837,0
Patient 1019,Doctor 6381,4,0.122126281,0
Patient 1021,Doctor 4675,4,0.186602011,0
Patient 1023,Doctor 621,4,0.573864639,0
Patient 1024,Doctor 5143,4,0.042675588,0
Patient 1025,Doctor 2517,4,0.0844028,0
Patient 1025,Doctor 4167,4,0.13297458,0
Patient 1027,Doctor 4217,4,0.310584456,0
Patient 1028,Doctor 3322,4,0.015165335,0
Patient 1028,Doctor 3332,4,0.007700865,0
Patient 1029,Doctor 5621,4,0.559875309,0
Patient 1031,Doctor 2989,4,0.082914844,0
Patient 1034,Doctor 1477,4,0.328163475,0
Patient 1037,Doctor 7471,4,0.183848858,0
Patient 1039,Doctor 1598,4,0.502430737,0
Patient 1040,Doctor 3669,4,0.492222309,0
Patient 1041,Doctor 1533,4,0.46555236,0
Patient 1043,Doctor 6957,4,0.084180348,0
Patient 1045,Doctor 4553,4,0.455950528,0
Patient 1047,Doctor 8463,4,0.565748155,0
Patient 1048,Doctor 742,4,0.012945458,0
Patient 1049,Doctor 4483,4,0.25044629,0
Patient 1052,Doctor 3148,4,0.06846974,0
Patient 1055,Doctor 3759,4,0.066157594,0
Patient 1056,Doctor 5609,4,0.55083102,0
Patient 1058,Doctor 5444,4,0.503718197,0
Patient 1059,Doctor 1371,4,0.083233662,0
Patient 1061,Doctor 5609,4,0.51752764,0
Patient 1064,Doctor 8323,4,0.38290602,0
Patient 1064,Doctor 8325,4,0.287852407,0
Patient 1065,Doctor 4553,4,0.505682349,0
Patient 1069,Doctor 3084,4,0.208502233,0
Patient 1069,Doctor 5621,4,0.229065359,0
Patient 1071,Doctor 7966,4,0.161548927,0
Patient 1072,Doctor 6400,4,0.375502735,0
Patient 1073,Doctor 7729,4,0.066571921,0
Patient 1075,Doctor 5902,4,0.062998801,0
Patient 1076,Doctor 1533,4,0.46439898,0
Patient 1078,Doctor 5125,4,0.032999076,0
Patient 1080,Doctor 7476,4,0.06133404,0
Patient 1080,Doctor 8537,4,0.08219143,0
Patient 1080,Doctor 8652,4,0.039760131,0
Patient 1083,Doctor 6634,4,0.040558029,0
Patient 1084,Doctor 404,4,0.043771435,0
Patient 1085,Doctor 3627,4,0.045618031,0
Patient 1086,Doctor 3927,4,0.008152893,0
Patient 1086,Doctor 4534,4,0.00923502,0
Patient 1088,Doctor 483,4,0.231628612,0
Patient 1090,Doctor 8118,4,0.242808491,0
Patient 1092,Doctor 5192,4,0.116189614,0
Patient 1092,Doctor 6846,4,0.14801158,0
Patient 1093,Doctor 1215,4,0.462854028,0
Patient 1097,Doctor 7033,4,0.053984232,0
Patient 1101,Doctor 6604,4,0.475851774,0
Patient 1103,Doctor 1762,4,0.24306941,0
Patient 1103,Doctor 6442,4,0.301789165,0
Patient 1104,Doctor 3047,4,0.161662951,0
Patient 1104,Doctor 8368,4,0.307731777,0
Patient 1105,Doctor 2105,4,0.032107685,0
Patient 1105,Doctor 2285,4,0.126930267,0
Patient 1106,Doctor 857,4,0.509709239,0
Patient 1107,Doctor 127,4,0.538681269,0
Patient 1108,Doctor 8596,4,0.524695516,0
Patient 1109,Doctor 5616,4,0.522482574,0
Patient 1110,Doctor 5700,4,0.133234397,0
Patient 1112,Doctor 4574,4,0.185113847,0
Patient 1114,Doctor 5521,4,0.145237595,0
Patient 1115,Doctor 2270,4,0.355623603,0
Patient 1116,Doctor 8946,4,0.340682089,0
Patient 1118,Doctor 2364,4,0.042815201,0
Patient 1118,Doctor 2444,4,0.048843767,0
Patient 1118,Doctor 8327,4,0.103900462,0
Patient 1120,Doctor 392,4,0.215970233,0
Patient 1122,Doctor 3829,4,0.508888125,0
Patient 1123,Doctor 8315,4,0.579334736,0
Patient 1124,Doctor 2879,4,0.044501059,0
Patient 1129,Doctor 4774,4,0.312186956,0
Patient 1132,Doctor 601,4,0.062070251,0
Patient 1132,Doctor 1320,4,0.05071114,0
Patient 1132,Doctor 2501,4,0.010209849,0
Patient 1132,Doctor 2800,4,0.088505074,0
Patient 1132,Doctor 5621,4,0.107387632,0
Patient 1132,Doctor 5682,4,0.074030608,0
Patient 1132,Doctor 6388,4,0.111220479,0
Patient 1133,Doctor 5068,4,0.117800221,0
Patient 1135,Doctor 1325,4,0.084628142,0
Patient 1138,Doctor 8596,4,0.545197725,0
Patient 1139,Doctor 8948,4,0.356758714,0
Patient 1140,Doctor 2856,4,0.45151794,0
Patient 1141,Doctor 3888,4,0.217267632,0
Patient 1144,Doctor 6019,4,0.139075324,0
Patient 1148,Doctor 3371,4,0.365236163,0
Patient 1150,Doctor 615,4,0.115034625,0
Patient 1151,Doctor 3172,4,0.131344765,0
Patient 1153,Doctor 8593,4,0.23351261,0
Patient 1154,Doctor 141,4,0.42415145,0
Patient 1155,Doctor 5860,4,0.423166722,0
Patient 1155,Doctor 7638,4,0.072853617,0
Patient 1156,Doctor 1907,4,0.335188925,0
Patient 1157,Doctor 107,4,0.037874475,0
Patient 1157,Doctor 2800,4,0.154377609,0
Patient 1157,Doctor 3994,4,0.14775753,0
Patient 1157,Doctor 4181,4,0.067348517,0
Patient 1159,Doctor 532,4,0.096554421,0
Patient 1161,Doctor 1952,4,0.112172484,0
Patient 1162,Doctor 531,4,0.083483361,0
Patient 1163,Doctor 8178,4,0.164515868,0
Patient 1170,Doctor 1041,4,0.066874377,0
Patient 1171,Doctor 2671,4,0.300895989,0
Patient 1171,Doctor 8615,4,0.361681253,0
Patient 1172,Doctor 2108,4,0.177677885,0
Patient 1173,Doctor 8370,4,0.034893751,0
Patient 1175,Doctor 8323,4,0.496350825,0
Patient 1176,Doctor 8889,4,0.052819207,0
Patient 1177,Doctor 5084,4,0.516165435,0
Patient 1180,Doctor 3633,4,0.215268493,0
Patient 1181,Doctor 7910,4,0.198526964,0
Patient 1182,Doctor 800,4,0.066687994,0
Patient 1184,Doctor 621,4,0.498932749,0
Patient 1186,Doctor 2611,4,0.036595274,0
Patient 1188,Doctor 2016,4,0.174951836,0
Patient 1190,Doctor 5444,4,0.458404899,0
Patient 1190,Doctor 6085,4,0.118891031,0
Patient 1192,Doctor 5621,4,0.527471662,0
Patient 1195,Doctor 5860,4,0.523157835,0
Patient 1196,Doctor 8463,4,0.259844601,0
Patient 1196,Doctor 8596,4,0.261066794,0
Patient 1197,Doctor 626,4,0.534791648,0
Patient 1198,Doctor 1258,4,0.192167014,0
Patient 1199,Doctor 2781,4,0.061422497,0
Patient 1199,Doctor 4174,4,0.048055861,0
Patient 1199,Doctor 5590,4,0.117899112,0
Patient 1201,Doctor 6804,4,0.057702299,0
Patient 1203,Doctor 5606,4,0.478240162,0
Patient 1211,Doctor 5576,4,0.232303277,0
Patient 1211,Doctor 5609,4,0.36463961,0
Patient 1220,Doctor 5871,4,0.259700984,0
Patient 1222,Doctor 5610,4,0.475608081,0
Patient 1223,Doctor 3994,4,0.293148249,0
Patient 1223,Doctor 4716,4,0.126689389,0
Patient 1225,Doctor 808,4,0.027240664,0
Patient 1226,Doctor 4212,4,0.273953974,0
Patient 1228,Doctor 485,4,0.488155067,0
Patient 1229,Doctor 2676,4,0.03016435,0
Patient 1230,Doctor 2276,4,0.5373016,0
Patient 1231,Doctor 1259,4,0.1336907,0
Patient 1232,Doctor 5638,4,0.287759274,0
Patient 1233,Doctor 2737,4,0.048068415,0
Patient 1233,Doctor 3991,4,0.051908616,0
Patient 1234,Doctor 3121,4,0.074009173,0
Patient 1237,Doctor 4367,4,0.289199144,0
Patient 1239,Doctor 7732,4,0.466762334,0
Patient 1240,Doctor 7195,4,0.074933149,0
Patient 1241,Doctor 3360,4,0.168462738,0
Patient 1244,Doctor 2102,4,0.103884563,0
Patient 1245,Doctor 621,4,0.504311442,0
Patient 1247,Doctor 3810,4,0.087359644,0
Patient 1248,Doctor 2972,4,0.025049282,0
Patient 1249,Doctor 4541,4,0.394335419,0
Patient 1249,Doctor 8181,4,0.040166397,0
Patient 1252,Doctor 7910,4,0.178101048,0
Patient 1253,Doctor 2999,4,0.394019753,0
Patient 1256,Doctor 2967,4,0.147025049,0
Patient 1257,Doctor 4553,4,0.499269366,0
Patient 1258,Doctor 2818,4,0.488628834,0
Patient 1260,Doctor 3119,4,0.084380053,0
Patient 1261,Doctor 5071,4,0.257570565,0
Patient 1263,Doctor 630,4,0.212419719,0
Patient 1263,Doctor 2507,4,0.230003357,0
Patient 1264,Doctor 5221,4,0.017287048,0
Patient 1266,Doctor 2275,4,0.247214228,0
Patient 1268,Doctor 4227,4,0.38670525,0
Patient 1268,Doctor 5711,4,0.046402648,0
Patient 1269,Doctor 80,4,0.002470367,0
Patient 1271,Doctor 8773,4,0.178398013,0
Patient 1273,Doctor 6629,4,0.060578316,0
Patient 1274,Doctor 8323,4,0.537274241,0
Patient 1276,Doctor 1407,4,0.027520357,0
Patient 1277,Doctor 5281,4,0.025769111,0
Patient 1278,Doctor 2562,4,0.110799484,0
Patient 1280,Doctor 3602,4,0.07848753,0
Patient 1281,Doctor 243,4,0.103397436,0
Patient 1282,Doctor 1033,4,0.038151607,0
Patient 1282,Doctor 2424,4,0.060292263,0
Patient 1283,Doctor 1541,4,0.492530853,0
